"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-18","16.78",,"0.00","0.0","0.0","55","61","46","  290","  280","30.0","40.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-19","7.61",,"0.00","0.0","0.0","50","59","40","  200","  220","14.1","16.1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-20","8.28",,"0.58","0.0","0.0","53","61","44","   40","   40","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-21","9.17",,"0.00","0.0","0.0","57","68","51","   30","   30","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-22","11.18",,"0.46","0.0","0.0","56","64","53","   90","  100","21.0","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-23","14.09",,"0.05","0.0","0.0","62","67","54","  270","  290","23.0","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-24","9.62",,"0.00","0.0","0.0","57","65","45","  200","  200","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-25","7.38",,"0.00","0.0","0.0","56","63","46","  200","  200","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-26","7.83",,"0.00","0.0","0.0","58","64","50","   30","   30","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-27","14.32",,"0.90","0.0","0.0","60","69","53","  130","  140","31.1","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-28","8.50",,"0.02","0.0","0.0","58","65","51","   40","   50","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-29","7.38",,"0.07","0.0","0.0","56","61","52","   90","   90","13.0","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-30","5.37",,"0.07","0.0","0.0","61","65","58","   20","   30","10.1","13.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-31","23.04",,"0.19","0.0","0.0","64","68","61","  180","  190","40.9","53.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-01","19.24",,"0.05","0.0","0.0","56","68","43","  180","  190","44.1","55.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-02","5.82",,"0.00","0.0","0.0","45","52","37","  270","  270","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-03","10.74",,"0.00","0.0","0.0","48","56","43","  290","  300","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-04","9.40",,"0.00","0.0","0.0","48","56","34","  190","  170","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-05","10.74",,"0.00","0.0","0.0","56","63","50","  160","  280","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-06","10.51",,"0.00","0.0","0.0","52","56","44","  320","  310","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-07","12.75",,"0.02","0.0","0.0","52","57","41","  210","  210","18.1","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-08","18.57",,"0.00","0.0","0.0","40","41","29","  330","  330","32.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-09","8.95",,"0.00","0.0","0.0","33","41","25","  230","  230","19.9","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-10","10.74",,"0.00","0.0","0.0","44","52","37","  220","  220","21.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-11","5.59",,"0.00","0.0","0.0","51","58","41","  200","  200","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-12","17.22",,"0.02","0.0","0.0","47","56","25","  310","  330","30.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-13","14.99",,"0.00","0.0","0.0","28","35","23","  310","  320","30.0","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-14","8.50",,"0.00","0.0","0.0","33","46","24","  200","  200","18.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-15","10.51",,"0.00","0.0","0.0","43","51","34","  330","  320","23.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-16","14.32",,"0.00","0.0","0.0","40","42","32","   40","   50","28.0","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-17","18.34",,"0.00","0.0","0.0","36","44","31","   30","   40","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-18","11.41",,"0.46","0.0","0.0","40","43","38","   30","   20","21.9","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-19","8.28",,"0.17","0.0","0.0","44","51","41","  270","  260","15.0","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-20","15.21",,"0.00","0.0","0.0","44","48","41","  330","  320","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-21","8.28",,"0.00","0.0","0.0","44","53","34","  330","  330","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-22","15.66",,"0.04","0.0","0.0","49","52","38","  290","  290","32.0","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-23","8.72",,"0.04","0.0","0.0","40","45","34","  310","  320","21.0","28.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-24","15.21",,"0.72","0.0","0.0","44","49","41","  300","  300","29.1","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-25","10.29",,"0.00","0.0","0.0","44","52","39","  230","  290","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-26","6.93",,"0.00","0.0","0.0","47","56","39","  190","  190","13.0","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-27","11.63",,"0.01","0.0","0.0","50","56","44","  290","  290","35.1","47.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-28","24.16",,"0.00","0.0","0.0","50","53","37","  320","  300","40.0","50.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-29","16.55",,"0.00","0.0","0.0","37","41","30","  350","  350","23.0","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-11-30","10.96",,"0.00","0.0","0.0","36","44","30","  360","  360","23.0","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-01","14.32",,"0.59","0.0","0.0","33","41","29","   40","   30","30.0","38.0","    1",,,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-02","17.67",,"0.37","0.6","0.0","38","40","31","   40","   40","25.9","36.9","    1",,,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-03","19.01",,"0.00","0.2","1.2","33","38","31","  310","   10","25.1","36.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-04","12.08",,"0.00","0.0","0.0","36","39","33","  270","  270","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-05","17.00",,"0.00","0.0","0.0","39","44","36","  290","  290","32.0","42.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-06","14.76",,"0.00","0.0","0.0","40","50","34","  320","  320","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-07","14.54",,"0.00","0.0","0.0","38","40","29","  320","  320","25.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-08","6.93",,"0.00","0.0","0.0","33","45","23","  200","  190","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-09","10.96",,"1.71","0.0","0.0","46","54","42","  170","  170","25.9","36.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-10","11.41",,"0.09","0.0","0.0","53","57","40","  300","  310","25.9","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-11","12.30",,"0.35","0.9","1.2","38","40","31","  290","  300","28.0","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-12","9.62",,"0.00","0.0","0.0","31","35","26","  320","  320","28.0","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-13","8.72",,"1.15","0.0","0.0","39","54","31","   90","  100","21.0","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-14","13.87",,"1.62","0.0","0.0","53","56","44","  270","  270","32.0","40.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-15","19.69",,"0.00","0.0","0.0","46","50","37","  280","  290","35.1","47.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-16","8.95",,"0.22","0.0","0.0","36","37","33","  330",,"16.1",,"    1",,,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-17","12.97",,"1.07","0.0","0.0","34","36","32","  330","  320","21.9","30.0","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-18","17.90",,"0.00","0.2","0.0","34","39","22","  310","  330","29.1","38.0","    1",,,,,,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-19","19.24",,"0.00","0.0","0.0","23","26","17","  290","  290","33.1","44.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-20","12.53",,"0.00","0.0","0.0","27","34","23","  330","  330","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-21","5.59",,"0.00","0.0","0.0","28","37","22","  360","  360","14.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-22","10.74",,"0.00","0.0","0.0","35","45","28","  230","  220","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-23","10.96",,"0.00","0.0","0.0","41","53","33","  230","  230","19.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-24","11.18",,"0.00","0.0","0.0","43","49","33","  350","   10","21.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-25","4.25",,"0.00","0.0","0.0","37","47","29","  140","   60","8.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-26","8.05",,"0.00","0.0","0.0","38","47","32","   90","   70","16.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-27","8.05",,"0.00","0.0","0.0","48","52","44","  240","  230","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-28","8.50",,"0.00","0.0","0.0","47","52","37","  310","  320","15.0","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-29","6.49",,"0.36","0.0","0.0","41","44","33","   80","   90","15.0","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-30","18.79",,"0.50","0.0","0.0","42","44","38","   70","   80","33.1","42.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-12-31","11.41",,"0.00","0.0","0.0","40","44","38","  260","  250","23.9","33.1",,,,,,,,
